id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
10009,rotom-wash,479,0.3,0.3,182,electric,water,50,65,107,105,107,86,#F8D030,#6890F0,#D5C05E,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10009.png
282,gardevoir,282,1.6,48.4,233,psychic,fairy,68,65,65,125,115,80,#F85888,#EE99AC,#F56790,indeterminate,NA,//archives.bulbagarden.net/media/upload/c/ce/282MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/282.png
143,snorlax,143,2.1,460,189,normal,NA,160,110,65,65,110,30,#A8A878,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/d/d1/143MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/143.png
442,spiritomb,442,1,108,170,ghost,dark,50,92,108,92,108,35,#705898,#705848,#705884,indeterminate,NA,//archives.bulbagarden.net/media/upload/6/61/442MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/442.png
285,shroomish,285,0.4,4.5,59,grass,NA,60,40,60,40,60,35,#78C850,NA,NA,fairy,plant,//archives.bulbagarden.net/media/upload/7/70/285MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/285.png
682,spritzee,682,0.2,0.5,68,fairy,NA,78,52,60,63,65,23,#EE99AC,NA,NA,fairy,NA,//archives.bulbagarden.net/media/upload/e/e9/682MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/682.png
48,venonat,48,1,30,61,bug,poison,60,55,50,40,55,45,#A8B820,#A040A0,#A69A3F,bug,NA,//archives.bulbagarden.net/media/upload/6/6f/048MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/048.png
501,oshawott,501,0.5,5.9,62,water,NA,55,55,45,63,45,45,#6890F0,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/b/bb/501MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/501.png
716,xerneas,716,3,215,306,fairy,NA,126,131,95,131,98,99,#EE99AC,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/d/d6/716MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/716.png
511,pansage,511,0.6,10.5,63,grass,NA,50,53,48,53,48,64,#78C850,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/1/11/511MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/511.png
295,exploud,295,1.5,84,221,normal,NA,104,91,63,91,73,68,#A8A878,NA,NA,monster,ground,//archives.bulbagarden.net/media/upload/d/dc/295MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/295.png
536,palpitoad,536,0.8,17,134,water,ground,75,65,55,65,55,69,#6890F0,#E0C068,#859BCF,water1,NA,//archives.bulbagarden.net/media/upload/f/f0/536MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/536.png
693,clawitzer,693,1.3,35.3,100,water,NA,71,73,88,120,89,59,#6890F0,NA,NA,water1,water3,//archives.bulbagarden.net/media/upload/1/13/693MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/693.png
214,heracross,214,1.5,54,175,bug,fighting,80,125,75,40,95,85,#A8B820,#C03028,#AD9721,bug,NA,//archives.bulbagarden.net/media/upload/6/6c/214MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/214.png
10070,sharpedo-mega,319,2.5,130.3,196,water,dark,70,140,70,110,65,105,#6890F0,#705848,#6982C7,water2,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10070.png
737,charjabug,737,0.5,10.5,140,bug,electric,57,82,95,55,75,36,#A8B820,#F8D030,#BBBD23,bug,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/737.png
339,barboach,339,0.4,1.9,58,water,ground,50,48,43,46,41,60,#6890F0,#E0C068,#859BCF,water2,NA,//archives.bulbagarden.net/media/upload/b/b1/339MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/339.png
346,cradily,346,1.5,60.4,173,rock,grass,86,81,97,81,107,43,#B8A038,#78C850,#A8A93D,water3,NA,//archives.bulbagarden.net/media/upload/6/68/346MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/346.png
675,pangoro,675,2.1,136,173,fighting,dark,95,124,78,69,71,58,#C03028,#705848,#AC392F,ground,humanshape,//archives.bulbagarden.net/media/upload/1/18/675MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/675.png
43,oddish,43,0.5,5.4,64,grass,poison,45,50,55,75,65,30,#78C850,#A040A0,#81A763,plant,NA,//archives.bulbagarden.net/media/upload/2/22/043MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/043.png
1,bulbasaur,1,0.7,6.9,64,grass,poison,45,49,49,65,65,45,#78C850,#A040A0,#81A763,monster,plant,//archives.bulbagarden.net/media/upload/7/7b/001MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/001.png
10063,latios-mega,381,2.3,70,315,dragon,psychic,80,130,100,160,120,110,#7038F8,#F85888,#903FDC,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10063.png
590,foongus,590,0.2,1,59,grass,poison,69,55,45,55,55,15,#78C850,#A040A0,#81A763,plant,NA,//archives.bulbagarden.net/media/upload/d/d9/590MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/590.png
796,xurkitree,796,3.8,100,114,electric,NA,83,89,71,173,71,83,#F8D030,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/796.png
628,braviary,628,1.5,41,179,normal,flying,100,123,75,57,75,80,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/6/64/628MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/628.png
233,porygon2,233,0.6,32.5,180,normal,NA,85,80,90,105,95,60,#A8A878,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/c/ce/233MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/233.png
293,whismur,293,0.6,16.3,48,normal,NA,64,51,23,51,23,28,#A8A878,NA,NA,monster,ground,//archives.bulbagarden.net/media/upload/3/3b/293MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/293.png
573,cinccino,573,0.5,7.5,165,normal,NA,75,95,60,65,60,115,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/d/db/573MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/573.png
369,relicanth,369,1,23.4,170,water,rock,100,90,130,45,65,55,#6890F0,#B8A038,#7B93C3,water1,water2,//archives.bulbagarden.net/media/upload/f/f4/369MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/369.png
451,skorupi,451,0.8,12,66,poison,bug,40,50,90,30,55,65,#A040A0,#A8B820,#A15D80,bug,water3,//archives.bulbagarden.net/media/upload/4/49/451MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/451.png
86,seel,86,1.1,90,65,water,NA,65,45,55,45,70,45,#6890F0,NA,NA,water1,ground,//archives.bulbagarden.net/media/upload/d/db/086MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/086.png
483,dialga,483,5.4,683,306,steel,dragon,100,120,120,150,100,90,#B8B8D0,#7038F8,#A698D9,no-eggs,NA,//archives.bulbagarden.net/media/upload/3/37/483MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/483.png
327,spinda,327,1.1,5,126,normal,NA,60,60,60,60,60,60,#A8A878,NA,NA,ground,humanshape,//archives.bulbagarden.net/media/upload/f/f9/327MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/327.png
622,golett,622,1,92,61,ground,ghost,59,74,50,35,50,35,#E0C068,#705898,#C4A673,mineral,NA,//archives.bulbagarden.net/media/upload/d/d5/622MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/622.png
355,duskull,355,0.8,15,59,ghost,NA,20,40,90,30,90,25,#705898,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/d/d3/355MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/355.png
49,venomoth,49,1.5,12.5,158,bug,poison,70,65,60,90,75,90,#A8B820,#A040A0,#A69A3F,bug,NA,//archives.bulbagarden.net/media/upload/b/b2/049MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/049.png
361,snorunt,361,0.7,16.8,60,ice,NA,50,50,50,50,50,50,#98D8D8,NA,NA,fairy,mineral,//archives.bulbagarden.net/media/upload/a/a2/361MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/361.png
10040,pinsir-mega,127,1.7,59,210,bug,flying,65,155,120,65,90,105,#A8B820,#A890F0,#A8AE52,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10040.png
242,blissey,242,1.5,46.8,608,normal,NA,255,10,10,75,135,55,#A8A878,NA,NA,fairy,NA,//archives.bulbagarden.net/media/upload/d/d8/242MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/242.png
440,happiny,440,0.6,24.4,110,normal,NA,100,5,5,15,65,30,#A8A878,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/9/92/440MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/440.png
758,salazzle,758,1.2,22.2,168,poison,fire,68,64,60,111,60,117,#A040A0,#F08030,#B34F84,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/758.png
247,pupitar,247,1.2,152,144,rock,ground,70,84,70,65,70,51,#B8A038,#E0C068,#C1A743,monster,NA,//archives.bulbagarden.net/media/upload/4/44/247MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/247.png
751,dewpider,751,0.3,4,54,water,bug,38,40,52,40,72,27,#6890F0,#A8B820,#7799BD,water1,bug,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/751.png
219,magcargo,219,0.8,55,151,fire,rock,60,50,120,90,80,30,#F08030,#B8A038,#E28731,indeterminate,NA,//archives.bulbagarden.net/media/upload/e/e3/219MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/219.png
135,jolteon,135,0.8,24.5,184,electric,NA,65,65,60,110,95,130,#F8D030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/3/3b/135MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/135.png
10112,grimer-alola,88,0.7,42,65,poison,dark,80,80,50,40,50,25,#A040A0,#705848,#94458A,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10112.png
10110,graveler-alola,75,1,110,137,rock,electric,55,95,115,45,45,35,#B8A038,#F8D030,#C7AB36,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10110.png
377,regirock,377,1.7,230,261,rock,NA,80,100,200,50,100,50,#B8A038,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/a/a7/377MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/377.png
408,cranidos,408,0.9,31.5,70,rock,NA,67,125,40,30,30,58,#B8A038,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/a/a0/408MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/408.png
10131,minior-yellow-meteor,774,0.3,40,154,rock,flying,60,60,100,60,100,60,#B8A038,#A890F0,#B49C64,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10131.png
565,carracosta,565,1.2,81,173,water,rock,74,108,133,83,65,32,#6890F0,#B8A038,#7B93C3,water1,water3,//archives.bulbagarden.net/media/upload/1/14/565MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/565.png
467,magmortar,467,1.6,68,243,fire,NA,75,95,67,125,95,83,#F08030,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/f/f2/467MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/467.png
356,dusclops,356,1.6,30.6,159,ghost,NA,40,70,130,60,130,25,#705898,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/f/fe/356MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/356.png
130,gyarados,130,6.5,235,189,water,flying,95,125,79,60,100,81,#6890F0,#A890F0,#7790F0,water2,dragon,//archives.bulbagarden.net/media/upload/f/fa/130MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/130.png
65,alakazam,65,1.5,48,225,psychic,NA,55,50,45,135,95,120,#F85888,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/1/19/065MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/065.png
359,absol,359,1.2,47,163,dark,NA,65,130,60,75,60,75,#705848,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/0/07/359MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/359.png
10127,wishiwashi-school,746,8.2,78.6,217,water,NA,45,140,130,140,135,30,#6890F0,NA,NA,water2,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10127.png
124,jynx,124,1.4,40.6,159,ice,psychic,65,50,35,115,95,95,#98D8D8,#F85888,#AFB8C4,humanshape,NA,//archives.bulbagarden.net/media/upload/6/65/124MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/124.png
77,ponyta,77,1,30,82,fire,NA,50,85,55,65,65,90,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/5/5d/077MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/077.png
218,slugma,218,0.7,35,50,fire,NA,40,40,40,70,40,20,#F08030,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/8/8e/218MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/218.png
610,axew,610,0.6,18,64,dragon,NA,46,87,60,30,40,57,#7038F8,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/d/db/610MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/610.png
194,wooper,194,0.4,8.5,42,water,ground,55,45,45,25,25,15,#6890F0,#E0C068,#859BCF,water1,ground,//archives.bulbagarden.net/media/upload/7/70/194MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/194.png
19,rattata,19,0.3,3.5,51,normal,NA,30,56,35,25,35,72,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/d/d9/019MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/019.png
273,seedot,273,0.5,4,44,grass,NA,40,40,50,30,30,30,#78C850,NA,NA,ground,plant,//archives.bulbagarden.net/media/upload/9/92/273MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/273.png
418,buizel,418,0.7,29.5,66,water,NA,55,65,35,60,30,85,#6890F0,NA,NA,water1,ground,//archives.bulbagarden.net/media/upload/7/7a/418MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/418.png
543,venipede,543,0.4,5.3,52,bug,poison,30,45,59,30,39,57,#A8B820,#A040A0,#A69A3F,bug,NA,//archives.bulbagarden.net/media/upload/2/20/543MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/543.png
419,floatzel,419,1.1,33.5,173,water,NA,85,105,55,85,50,115,#6890F0,NA,NA,water1,ground,//archives.bulbagarden.net/media/upload/b/bb/419MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/419.png
686,inkay,686,0.4,3.5,58,dark,psychic,53,54,53,37,46,45,#705848,#F85888,#905857,water1,water2,//archives.bulbagarden.net/media/upload/6/6e/686MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/686.png
403,shinx,403,0.5,9.5,53,electric,NA,45,65,34,40,34,45,#F8D030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/f/fe/403MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/403.png
749,mudbray,749,1,110,77,ground,NA,70,100,70,45,55,45,#E0C068,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/749.png
587,emolga,587,0.4,5,150,electric,flying,55,75,60,75,60,103,#F8D030,#A890F0,#E4C05E,ground,NA,//archives.bulbagarden.net/media/upload/7/75/587MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/587.png
16,pidgey,16,0.3,1.8,50,normal,flying,40,45,40,35,35,56,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/2/26/016MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/016.png
10103,vulpix-alola,37,0.6,9.9,60,ice,NA,38,41,40,50,65,65,#98D8D8,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10103.png
604,eelektross,604,2.1,80.5,232,electric,NA,85,115,80,105,80,50,#F8D030,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/8/8c/604MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/604.png
634,zweilous,634,1.4,50,147,dark,dragon,72,85,70,65,70,58,#705848,#7038F8,#705072,dragon,NA,//archives.bulbagarden.net/media/upload/3/3a/634MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/634.png
664,scatterbug,664,0.3,2.5,40,bug,NA,38,35,40,27,25,35,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/1/1e/664MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/664.png
138,omanyte,138,0.4,7.5,71,rock,water,35,40,100,90,55,35,#B8A038,#6890F0,#A49C64,water1,water3,//archives.bulbagarden.net/media/upload/2/20/138MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/138.png
719,diancie,719,0.7,8.8,270,rock,fairy,50,100,150,100,150,50,#B8A038,#EE99AC,#C59E54,no-eggs,NA,//archives.bulbagarden.net/media/upload/8/85/719MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/719.png
500,emboar,500,1.6,150,238,fire,fighting,110,123,65,100,65,65,#F08030,#C03028,#E46C2E,ground,NA,//archives.bulbagarden.net/media/upload/a/ae/500MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/500.png
10091,rattata-alola,19,0.3,3.8,51,dark,normal,30,56,35,25,35,72,#705848,#A8A878,#7D6B53,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10091.png
229,houndoom,229,1.4,35,175,dark,fire,75,90,50,110,80,95,#705848,#F08030,#8F6142,ground,NA,//archives.bulbagarden.net/media/upload/4/40/229MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/229.png
423,gastrodon,423,0.9,29.9,166,water,ground,111,83,68,92,82,39,#6890F0,#E0C068,#859BCF,water1,indeterminate,//archives.bulbagarden.net/media/upload/2/21/423MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/423.png
421,cherrim,421,0.5,9.3,158,grass,NA,70,60,70,87,78,85,#78C850,NA,NA,fairy,plant,//archives.bulbagarden.net/media/upload/8/87/421MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/421.png
140,kabuto,140,0.5,11.5,71,rock,water,30,80,90,55,45,55,#B8A038,#6890F0,#A49C64,water1,water3,//archives.bulbagarden.net/media/upload/8/89/140MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/140.png
126,magmar,126,1.3,44.5,173,fire,NA,65,95,57,100,85,93,#F08030,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/3/39/126MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/126.png
10090,beedrill-mega,15,1.4,40.5,223,bug,poison,65,150,40,15,80,145,#A8B820,#A040A0,#A69A3F,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10090.png
508,stoutland,508,1.2,61,225,normal,NA,85,110,90,45,90,80,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/7/74/508MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/508.png
10010,rotom-frost,479,0.3,0.3,182,electric,ice,50,65,107,105,107,86,#F8D030,#98D8D8,#E0D158,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10010.png
765,oranguru,765,1.5,76,172,normal,psychic,90,60,80,90,110,60,#A8A878,#F85888,#BB947B,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/765.png
271,lombre,271,1.2,32.5,119,water,grass,60,50,50,60,70,50,#6890F0,#78C850,#6B9DC9,water1,plant,//archives.bulbagarden.net/media/upload/3/3e/271MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/271.png
783,hakamo-o,783,1.2,47,147,dragon,fighting,55,75,90,65,70,65,#7038F8,#C03028,#8336C5,dragon,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/783.png
577,solosis,577,0.3,1,58,psychic,NA,45,30,40,105,50,20,#F85888,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/f/f7/577MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/577.png
512,simisage,512,1.1,30.5,174,grass,NA,75,98,63,98,63,101,#78C850,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/0/07/512MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/512.png
10005,wormadam-trash,413,0.5,6.5,148,bug,steel,60,69,95,69,95,36,#A8B820,#B8B8D0,#ABB84A,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10005.png
504,patrat,504,0.5,11.6,51,normal,NA,45,55,39,35,39,42,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/e/e2/504MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/504.png
457,lumineon,457,1.2,24,161,water,NA,69,69,76,69,86,91,#6890F0,NA,NA,water2,NA,//archives.bulbagarden.net/media/upload/5/54/457MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/457.png
358,chimecho,358,0.6,1,159,psychic,NA,75,50,80,95,90,65,#F85888,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/1/1a/358MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/358.png
724,decidueye,724,1.6,36.6,239,grass,ghost,78,107,75,100,100,70,#78C850,#705898,#76AC61,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/724.png
127,pinsir,127,1.5,55,175,bug,NA,65,125,100,55,70,85,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/f/fa/127MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/127.png
645,landorus-incarnate,645,1.5,68,270,ground,flying,89,125,90,115,80,101,#E0C068,#A890F0,#D2B488,no-eggs,NA,//archives.bulbagarden.net/media/upload/c/cb/645MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/645.png
41,zubat,41,0.8,7.5,49,poison,flying,40,45,35,30,40,55,#A040A0,#A890F0,#A153B3,flying,NA,//archives.bulbagarden.net/media/upload/0/0c/041MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/041.png
548,petilil,548,0.5,6.6,56,grass,NA,45,35,50,70,50,30,#78C850,NA,NA,plant,NA,//archives.bulbagarden.net/media/upload/c/cb/548MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/548.png
305,lairon,305,0.9,120,151,steel,rock,60,90,140,50,50,40,#B8B8D0,#B8A038,#B8B2AB,monster,NA,//archives.bulbagarden.net/media/upload/5/51/305MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/305.png
413,wormadam-plant,413,0.5,6.5,148,bug,grass,60,59,85,79,105,36,#A8B820,#78C850,#9CBB2B,bug,NA,//archives.bulbagarden.net/media/upload/e/ef/413MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/413.png
10044,mewtwo-mega-y,150,1.5,33,351,psychic,NA,106,150,70,194,120,140,#F85888,NA,NA,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10044.png
10035,charizard-mega-y,6,1.7,100.5,285,fire,flying,78,104,78,159,115,100,#F08030,#A890F0,#DE835E,monster,dragon,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10035.png
309,electrike,309,0.6,15.2,59,electric,NA,40,45,40,65,40,65,#F8D030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/4/4d/309MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/309.png
739,crabrawler,739,0.6,7,68,fighting,NA,47,82,57,42,47,63,#C03028,NA,NA,water3,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/739.png
441,chatot,441,0.5,1.9,144,normal,flying,76,65,45,92,42,91,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/f/f6/441MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/441.png
117,seadra,117,1.2,25,154,water,NA,55,65,95,95,45,85,#6890F0,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/6/66/117MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/117.png
730,primarina,730,1.8,44,239,water,fairy,80,74,74,126,116,60,#6890F0,#EE99AC,#8892DF,water1,ground,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/730.png
470,leafeon,470,1,25.5,184,grass,NA,65,110,130,60,65,95,#78C850,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/7/77/470MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/470.png
10053,aggron-mega,306,2.2,395,284,steel,NA,70,140,230,60,80,50,#B8B8D0,NA,NA,monster,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10053.png
562,yamask,562,0.5,1.5,61,ghost,NA,38,30,85,55,65,30,#705898,NA,NA,mineral,indeterminate,//archives.bulbagarden.net/media/upload/b/b1/562MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/562.png
